Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Composite_Burnout_Score,Burnout_Risk_Category,Tenure_Years
fffe33003300350036003100,2008-03-19,Female,Service,Yes,2.0,2.0,4.3,0.28,3.6999999999999997,Low Risk,15.786447638603697
fffe31003600360039003900,2008-09-27,Male,Product,Yes,0.0,1.0,1.4,0.05,0.6799999999999999,Low Risk,15.260780287474333
fffe31003500340038003100,2008-03-28,Female,Service,Yes,2.0,4.0,2.9,0.22,2.62,Low Risk,15.761806981519507
fffe32003400320034003800,2008-03-12,Female,Service,Yes,1.0,3.0,5.0,0.39,4.5600000000000005,Medium Risk,15.80561259411362
fffe31003300310036003300,2008-05-20,Male,Service,Yes,1.0,4.0,6.9,0.52,6.22,High Risk,15.616700889801505
fffe33003100300031003200,2008-09-17,Female,Service,No,3.0,5.0,4.7,0.39,4.38,Medium Risk,15.288158795345653
fffe31003300310037003900,2008-02-13,Female,Service,No,1.0,3.0,2.0,0.11,1.6400000000000001,Low Risk,15.88227241615332
fffe3300300036003900,2008-09-19,Female,Service,No,2.0,4.0,5.4,0.44,5.0,Medium Risk,15.28268309377139
fffe3300360039003000,2008-07-03,Male,Product,No,2.0,5.0,6.1,0.5,5.66,High Risk,15.496235455167694
fffe3500340030003800,2008-10-27,Female,Product,Yes,1.0,4.0,5.1,0.41,4.699999999999999,Medium Risk,15.178644763860369
fffe3800390038003000,2008-08-09,Female,Service,Yes,1.0,2.0,3.8,0.45,5.34,Critical Risk,15.394934976043805
fffe31003500310038003800,2008-01-22,Male,Product,No,4.0,9.0,5.9,0.76,5.34,Critical Risk,15.942505133470226
fffe340035003800,2008-04-15,Female,Service,Yes,3.0,5.0,4.7,0.43,4.54,Medium Risk,15.71252566735113
fffe31003700300036003800,2008-10-26,Male,Service,Yes,3.0,5.0,5.4,0.46,5.08,Medium Risk,15.181382614647502
fffe32003900320033003900,2008-01-31,Female,Service,No,4.0,7.0,9.1,0.85,8.86,Critical Risk,15.917864476386036
fffe380031003300,2008-01-03,Male,Service,Yes,1.0,3.0,5.0,0.35,4.4,Medium Risk,15.994524298425736
fffe33003200330030003500,2008-03-13,Male,Product,No,1.0,1.0,1.4,0.0,0.0,Low Risk,15.80287474332649
fffe33003300390037003700,2008-03-27,Male,Product,Yes,2.0,4.0,4.3,0.34,3.94,Low Risk,15.764544832306639
fffe31003500380034003100,2008-08-20,Female,Service,Yes,2.0,4.0,6.7,0.44,5.779999999999999,High Risk,15.364818617385353
fffe32003500370036003100,2008-10-11,Female,Product,No,2.0,5.0,5.7,0.55,5.62,High Risk,15.222450376454484
fffe33003200300033003500,2008-11-15,Male,Service,Yes,4.0,6.0,6.8,0.62,6.5600000000000005,High Risk,15.126625598904859
fffe32003500370037003600,2008-08-17,Male,Service,No,3.0,6.0,7.6,0.72,7.4399999999999995,Critical Risk,15.373032169746748
fffe32003400380030003100,2008-11-30,Male,Product,Yes,3.0,8.0,8.3,0.71,7.82,Critical Risk,15.085557837097879
fffe32003800330033003400,2008-08-08,Female,Product,No,1.0,3.0,5.5,0.39,4.86,Medium Risk,15.397672826830938
fffe32003500360037003200,2008-06-28,Female,Service,No,1.0,3.0,5.3,0.48,5.1,Medium Risk,15.509924709103354
fffe31003700350033003000,2008-05-06,Female,Service,No,3.0,7.0,8.0,0.7,7.6,Critical Risk,15.655030800821356
fffe3900300032003700,2008-12-17,Male,Service,Yes,4.0,6.0,6.4,0.56,6.08,High Risk,15.039014373716633
fffe3400320031003800,2008-09-08,Female,Service,Yes,1.0,3.0,3.6,0.27,3.24,Low Risk,15.312799452429843
fffe3300360035003600,2008-07-04,Female,Product,Yes,2.0,5.0,7.0,0.66,6.840000000000001,Critical Risk,15.493497604380561
fffe31003900360033003300,2008-10-28,Female,Product,No,3.0,7.0,7.6,0.56,6.8,Critical Risk,15.175906913073238
fffe32003800300036003600,2008-05-06,Male,Service,No,2.0,5.0,8.7,0.79,8.379999999999999,Critical Risk,15.655030800821356
fffe31003900310039003200,2008-02-19,Female,Product,Yes,0.0,1.0,2.6,0.18,2.2800000000000002,Low Risk,15.865845311430528
fffe3400390037003700,2008-04-08,Female,Service,Yes,2.0,4.0,4.7,0.33,4.140000000000001,Medium Risk,15.731690622861054
fffe31003600300039003700,2008-02-11,Male,Service,Yes,2.0,4.0,6.4,0.4,5.4399999999999995,High Risk,15.887748117727584
fffe33003100380034003500,2008-03-02,Female,Service,No,2.0,5.0,5.8,0.39,5.04,Medium Risk,15.832991101984941
fffe3800380039003400,2008-08-10,Female,Service,No,1.0,1.0,3.3,0.23,2.9,Low Risk,15.392197125256674
fffe31003500390038003000,2008-01-04,Female,Product,Yes,2.0,4.0,5.9,0.45,5.34,Medium Risk,15.991786447638603
fffe3600310036003700,2008-10-12,Female,Product,No,2.0,4.0,7.8,0.67,7.359999999999999,Critical Risk,15.219712525667351
fffe3800390030003800,2008-11-14,Male,Product,Yes,1.0,3.0,7.0,0.52,6.28,High Risk,15.129363449691992
fffe3300390033003100,2008-09-02,Female,Service,No,4.0,7.0,7.2,0.6,6.720000000000001,Critical Risk,15.329226557152635
fffe3900330037003500,2008-10-04,Male,Service,Yes,3.0,7.0,7.9,0.59,7.1,Critical Risk,15.241615331964407
fffe31003400350030003200,2008-05-31,Female,Product,No,3.0,5.0,5.9,0.45,5.34,Critical Risk,15.586584531143053
fffe3300360038003700,2008-09-16,Female,Service,Yes,1.0,3.0,5.9,0.36,4.98,Medium Risk,15.290896646132786
fffe32003400390034003500,2008-03-03,Male,Service,No,1.0,3.0,4.4,0.29,3.8,Low Risk,15.83025325119781
fffe33003100300035003600,2008-02-21,Male,Service,Yes,2.0,5.0,5.2,0.34,4.48,Medium Risk,15.860369609856264
fffe31003900380032003800,2008-03-26,Female,Product,Yes,2.0,4.0,5.3,0.34,4.54,Medium Risk,15.767282683093772
fffe3900340036003300,2008-02-03,Male,Service,No,3.0,5.0,5.9,0.45,5.34,Critical Risk,15.90965092402464
fffe31003900300036003900,2008-12-04,Female,Service,No,4.0,6.0,5.9,0.67,5.34,Critical Risk,15.07460643394935
fffe31003600300030003000,2008-09-05,Female,Product,Yes,4.0,4.0,8.9,0.76,8.379999999999999,Critical Risk,15.321013004791238
fffe390031003100,2008-09-17,Female,Product,Yes,3.0,4.0,5.2,0.46,4.960000000000001,Medium Risk,15.288158795345653
fffe31003300380039003700,2008-02-24,Male,Service,Yes,2.0,5.0,4.5,0.36,4.14,Medium Risk,15.852156057494867
fffe32003700390032003000,2008-12-09,Female,Product,No,2.0,3.0,6.6,0.45,5.76,High Risk,15.06091718001369
fffe32003000300035003100,2008-01-19,Female,Product,Yes,3.0,5.0,3.8,0.27,3.36,Low Risk,15.950718685831623
fffe33003400340033003100,2008-01-26,Male,Product,No,3.0,7.0,7.6,0.65,7.16,Critical Risk,15.931553730321697
fffe32003200360039003000,2008-05-10,Female,Service,Yes,1.0,4.0,5.9,0.45,5.34,Critical Risk,15.644079397672828
fffe3900380037003500,2008-05-16,Female,Product,Yes,3.0,6.0,5.6,0.34,4.720000000000001,Medium Risk,15.627652292950033
fffe31003300380033003700,2008-08-10,Female,Service,Yes,1.0,3.0,5.4,0.37,4.720000000000001,Medium Risk,15.392197125256674
fffe33003000340037003600,2008-06-28,Male,Product,Yes,1.0,2.0,4.9,0.25,3.94,Low Risk,15.509924709103354
fffe32003600370033003700,2008-05-07,Male,Service,No,2.0,5.0,7.3,0.57,6.66,Critical Risk,15.652292950034223
fffe3600320032003900,2008-05-03,Male,Service,No,2.0,5.0,5.6,0.52,5.4399999999999995,High Risk,15.663244353182751
fffe31003100360037003000,2008-09-16,Female,Product,Yes,3.0,4.0,5.7,0.45,5.34,Critical Risk,15.290896646132786
fffe3400330035003800,2008-10-16,Female,Product,No,4.0,8.0,7.8,0.75,7.68,Critical Risk,15.208761122518823
fffe3600380039003200,2008-07-09,Female,Product,Yes,4.0,7.0,6.7,0.55,6.22,High Risk,15.4798083504449
fffe31003700330032003400,2008-03-11,Female,Service,No,1.0,4.0,6.5,0.43,5.62,High Risk,15.808350444900753
fffe32003900320030003300,2008-08-15,Female,Service,Yes,0.0,1.0,1.8,0.1,1.48,Low Risk,15.378507871321013
fffe32003600370036003700,2008-08-25,Female,Product,No,3.0,6.0,8.1,0.68,7.58,Critical Risk,15.351129363449692
fffe3500320039003100,2008-12-14,Male,Product,No,2.0,5.0,6.9,0.45,5.34,Critical Risk,15.047227926078028
fffe33003400300034003600,2008-04-26,Male,Service,Yes,3.0,7.0,6.4,0.56,6.08,High Risk,15.682409308692677
fffe3400350037003000,2008-01-26,Male,Service,Yes,3.0,8.0,7.2,0.73,7.24,Critical Risk,15.931553730321697
fffe32003800370034003800,2008-09-05,Female,Service,No,2.0,5.0,8.6,0.7,7.959999999999999,Critical Risk,15.321013004791238
fffe31003500390039003000,2008-04-03,Male,Service,No,2.0,5.0,5.9,0.58,5.34,Critical Risk,15.745379876796715
fffe31003300330030003000,2008-12-19,Male,Product,No,4.0,8.0,9.5,0.88,9.22,Critical Risk,15.033538672142368
fffe31003100370035003400,2008-08-13,Male,Product,Yes,2.0,6.0,6.8,0.63,6.6,Critical Risk,15.383983572895277
fffe3100360037003800,2008-03-08,Female,Service,No,2.0,5.0,6.5,0.62,6.380000000000001,High Risk,15.816563997262149
fffe3500390039003700,2008-09-14,Female,Service,Yes,2.0,3.0,3.5,0.25,3.1,Low Risk,15.29637234770705
fffe33003400350037003000,2008-04-24,Male,Service,No,2.0,3.0,4.8,0.4,4.48,Medium Risk,15.68788501026694
fffe3300340033003900,2008-02-05,Male,Product,No,3.0,8.0,7.6,0.77,7.64,Critical Risk,15.904175222450377
fffe32003800380038003500,2008-02-17,Male,Product,Yes,3.0,6.0,6.2,0.58,6.039999999999999,High Risk,15.871321013004792
fffe31003700380039003600,2008-09-11,Female,Product,Yes,3.0,6.0,3.6,0.3,3.3600000000000003,Low Risk,15.304585900068446
fffe32003600360038003400,2008-04-16,Male,Product,No,3.0,6.0,8.0,0.61,7.24,Critical Risk,15.709787816563997
fffe31003000340032003700,2008-10-24,Female,Service,Yes,3.0,5.0,6.0,0.4,5.199999999999999,Medium Risk,15.186858316221766
fffe3300380034003600,2008-03-05,Female,Service,Yes,1.0,3.0,3.8,0.33,3.6,Low Risk,15.824777549623546
fffe32003200320034003000,2008-04-03,Female,Product,Yes,1.0,2.0,2.4,0.06,1.68,Low Risk,15.745379876796715
fffe31003100380033003600,2008-08-08,Male,Service,Yes,1.0,4.0,4.3,0.36,4.02,Low Risk,15.397672826830938
fffe32003800310031003100,2008-09-18,Female,Service,Yes,1.0,2.0,3.7,0.28,3.3400000000000003,Low Risk,15.285420944558522
fffe31003800370033003800,2008-09-25,Male,Service,Yes,2.0,6.0,5.9,0.45,5.34,Critical Risk,15.266255989048597
fffe32003000330031003700,2008-03-01,Male,Product,Yes,2.0,5.0,5.6,0.37,4.84,Medium Risk,15.835728952772074
fffe32003500340034003400,2008-05-23,Female,Service,Yes,0.0,1.0,1.4,0.03,0.72,Low Risk,15.60848733744011
fffe33003300310035003800,2008-09-07,Female,Product,Yes,2.0,5.0,7.2,0.67,7.0,Critical Risk,15.315537303216974
fffe32003400360033003800,2008-03-23,Male,Service,Yes,1.0,3.0,6.7,0.46,5.859999999999999,High Risk,15.775496235455167
fffe31003000300032003600,2008-01-25,Female,Service,Yes,1.0,2.0,5.9,0.45,5.34,Critical Risk,15.93429158110883
fffe31003700330032003300,2008-12-29,Female,Service,Yes,3.0,8.0,7.5,0.72,7.38,Critical Risk,15.006160164271048
fffe3900370030003600,2008-06-15,Female,Service,No,3.0,6.0,5.9,0.69,5.34,Critical Risk,15.545516769336071
fffe3900360033003500,2008-03-27,Female,Service,No,4.0,7.0,7.5,0.65,7.1,Critical Risk,15.764544832306639
fffe31003100350037003700,2008-02-24,Female,Product,No,0.0,1.0,4.0,0.24,3.36,Low Risk,15.852156057494867
fffe31003400350033003700,2008-11-30,Female,Service,Yes,1.0,3.0,5.3,0.41,4.819999999999999,Medium Risk,15.085557837097879
fffe3100390034003700,2008-10-03,Female,Product,No,2.0,5.0,7.5,0.68,7.220000000000001,Critical Risk,15.24435318275154
fffe31003700380032003400,2008-01-17,Female,Service,Yes,1.0,2.0,5.9,0.42,5.34,Critical Risk,15.956194387405887
fffe31003300310035003400,2008-01-30,Male,Product,No,4.0,7.0,7.7,0.72,7.5,Critical Risk,15.92060232717317
fffe33003400390035003500,2008-03-28,Male,Service,Yes,0.0,2.0,4.4,0.33,3.9600000000000004,Low Risk,15.761806981519507
fffe31003600300032003500,2008-10-21,Female,Service,Yes,2.0,3.0,5.9,0.37,5.34,Critical Risk,15.195071868583161
fffe3700370031003700,2008-02-03,Male,Service,Yes,4.0,6.0,5.9,0.6,5.34,Critical Risk,15.90965092402464
fffe31003400340031003500,2008-10-13,Male,Service,Yes,3.0,5.0,6.5,0.48,5.82,High Risk,15.21697467488022
fffe32003300340038003400,2008-02-08,Male,Product,Yes,2.0,4.0,5.5,0.48,5.22,Medium Risk,15.89596167008898
fffe31003700310033003400,2008-11-25,Male,Service,No,2.0,5.0,5.0,0.36,4.4399999999999995,Medium Risk,15.099247091033538
fffe32003000330033003800,2008-04-23,Female,Service,Yes,1.0,1.0,5.9,0.24,5.34,Critical Risk,15.690622861054072
fffe31003400380038003100,2008-11-07,Male,Product,No,4.0,10.0,9.2,0.91,9.16,Critical Risk,15.148528405201917
fffe3400350037003400,2008-06-20,Male,Product,Yes,2.0,5.0,5.0,0.45,5.34,Critical Risk,15.53182751540041
fffe31003000360035003700,2008-12-23,Female,Product,Yes,1.0,2.0,4.1,0.24,3.4199999999999995,Low Risk,15.02258726899384
fffe33003400330035003900,2008-11-24,Female,Service,No,3.0,6.0,5.5,0.45,5.1,Medium Risk,15.101984941820671
fffe3900350033003600,2008-06-21,Male,Service,No,5.0,9.0,8.8,0.85,8.68,Critical Risk,15.529089664613279
fffe31003000300037003800,2008-05-20,Female,Service,No,2.0,4.0,5.5,0.34,4.66,Medium Risk,15.616700889801505
fffe3900300031003000,2008-11-29,Male,Product,Yes,1.0,3.0,5.9,0.36,4.98,Medium Risk,15.08829568788501
fffe33003100360037003700,2008-08-11,Female,Service,Yes,2.0,4.0,4.5,0.34,4.0600000000000005,Medium Risk,15.38945927446954
fffe3900350039003000,2008-04-29,Male,Product,No,3.0,6.0,8.0,0.59,7.16,Critical Risk,15.67419575633128
fffe31003200370030003900,2008-07-22,Female,Service,Yes,2.0,4.0,5.8,0.44,5.24,Medium Risk,15.444216290212184
fffe3800380035003500,2008-11-19,Male,Service,No,1.0,3.0,4.4,0.38,4.16,Medium Risk,15.11567419575633
fffe32003000310034003600,2008-12-19,Female,Product,Yes,2.0,4.0,6.1,0.45,5.34,Critical Risk,15.033538672142368
fffe31003700380033003600,2008-12-29,Male,Product,No,3.0,6.0,7.5,0.59,6.859999999999999,Critical Risk,15.006160164271048
fffe33003400360035003000,2008-06-20,Female,Service,No,2.0,7.0,8.0,0.7,7.6,Critical Risk,15.53182751540041
fffe31003200370036003300,2008-08-31,Male,Product,No,2.0,3.0,6.1,0.42,5.34,Medium Risk,15.3347022587269
fffe32003000320030003900,2008-05-26,Male,Product,Yes,1.0,2.0,5.1,0.46,4.9,Medium Risk,15.600273785078713
fffe31003800390034003900,2008-12-25,Female,Service,Yes,3.0,4.0,5.9,0.48,5.34,Critical Risk,15.017111567419576
fffe32003800370033003600,2008-02-14,Female,Service,Yes,3.0,5.0,4.7,0.39,4.38,Medium Risk,15.879534565366187
fffe33003000360035003300,2008-03-04,Female,Service,Yes,3.0,5.0,5.2,0.42,4.800000000000001,Medium Risk,15.827515400410677
fffe31003100370037003500,2008-10-06,Male,Product,Yes,0.0,1.0,1.4,0.0,0.0,Low Risk,15.236139630390143
fffe32003700320037003100,2008-10-21,Female,Service,Yes,2.0,5.0,5.1,0.46,4.9,Medium Risk,15.195071868583161
fffe31003800300037003300,2008-08-16,Male,Product,Yes,1.0,2.0,4.4,0.3,3.8400000000000003,Low Risk,15.375770020533881
fffe32003700370030003400,2008-10-29,Female,Product,No,4.0,6.0,6.9,0.63,6.66,Critical Risk,15.173169062286105
fffe31003400310039003400,2008-07-15,Female,Service,No,2.0,5.0,5.3,0.45,4.9799999999999995,Medium Risk,15.463381245722108
fffe3300370039003900,2008-04-21,Male,Service,No,2.0,3.0,5.9,0.49,5.34,Critical Risk,15.696098562628336
fffe3400350038003300,2008-09-01,Female,Service,Yes,3.0,6.0,6.0,0.58,5.92,High Risk,15.331964407939767
fffe31003900300039003700,2008-01-06,Male,Product,No,4.0,7.0,8.6,0.67,7.84,Critical Risk,15.986310746064339
fffe32003400330033003400,2008-03-20,Male,Service,No,2.0,5.0,7.3,0.71,7.22,Critical Risk,15.783709787816564
fffe32003800310033003800,2008-04-14,Female,Service,Yes,1.0,3.0,5.5,0.48,5.22,Medium Risk,15.715263518138261
fffe3700360035003600,2008-05-21,Male,Service,Yes,1.0,3.0,2.9,0.22,2.62,Low Risk,15.613963039014374
fffe32003000340039003700,2008-06-11,Female,Product,No,3.0,6.0,5.1,0.43,4.779999999999999,Medium Risk,15.5564681724846
fffe3300350035003000,2008-10-03,Male,Service,Yes,4.0,8.0,5.9,0.74,5.34,Critical Risk,15.24435318275154
fffe3800350037003300,2008-02-16,Male,Service,No,2.0,5.0,6.4,0.57,6.119999999999999,High Risk,15.874058863791923
